record_index,phase,phase_update,loss,reward,final_correctness,kl,keep_rate,mean_completion_length
654,phase_ii_resumed_500_1000,155,7.349e-05,0.3604,0.375,0.001837,1.0,358.5
655,phase_ii_resumed_500_1000,156,0.0001161,0.0,0.0,0.002902,0.0,467.3
656,phase_ii_resumed_500_1000,157,8.581e-05,0.09668,0.08333,0.002145,0.25,451.5
657,phase_ii_resumed_500_1000,158,6.968e-05,0.0,0.0,0.001742,0.0,334.7
658,phase_ii_resumed_500_1000,159,6.973e-05,0.05987,0.05,0.001743,0.5,501.2
659,phase_ii_resumed_500_1000,160,0.000119,0.04812,0.05,0.002976,0.5,210.8
660,phase_ii_resumed_500_1000,161,7.635e-05,0.0,0.0,0.001909,0.0,447.8
661,phase_ii_resumed_500_1000,162,7.218e-05,0.5383,0.5,0.001805,1.0,275.5
662,phase_ii_resumed_500_1000,163,0.0001852,0.2873,0.25,0.004631,1.0,197.6
663,phase_ii_resumed_500_1000,164,6.527e-05,0.0,0.0,0.001632,0.0,269.5
664,phase_ii_resumed_500_1000,165,9.817e-05,0.0,0.0,0.002454,0.0,280.5
665,phase_ii_resumed_500_1000,166,0.0001951,0.4306,0.45,0.004877,0.4167,332.9
666,phase_ii_resumed_500_1000,167,0.0001563,0.02445,0.05,0.003907,0.5,320.6
667,phase_ii_resumed_500_1000,168,0.0001634,0.8548,0.85,0.004086,0.625,179.6
668,phase_ii_resumed_500_1000,169,0.0001097,0.314,0.3333,0.002743,0.75,424.5
669,phase_ii_resumed_500_1000,170,9.778e-05,0.0,0.0,0.002444,0.0,340.0
670,phase_ii_resumed_500_1000,171,0.0001526,0.1964,0.15,0.003815,0.5,210.5
671,phase_ii_resumed_500_1000,172,5.998e-05,0.6465,0.625,0.001499,1.0,282.4
672,phase_ii_resumed_500_1000,173,5.094e-05,0.05438,0.05,0.001274,0.5,329.3
673,phase_ii_resumed_500_1000,174,7.754e-05,0.1027,0.1,0.001938,0.5,197.2
674,phase_ii_resumed_500_1000,175,6.393e-05,0.901,0.9286,0.001601,0.1667,242.6
675,phase_ii_resumed_500_1000,176,0.0001281,0.04471,0.05,0.003205,0.5,457.2
676,phase_ii_resumed_500_1000,177,0.0001135,0.3981,0.375,0.002838,1.0,296.8
677,phase_ii_resumed_500_1000,178,0.0001593,0.1721,0.15,0.003982,0.5,228.9
678,phase_ii_resumed_500_1000,179,6.679e-05,0.0976,0.1,0.00167,0.5,457.9
679,phase_ii_resumed_500_1000,180,9.688e-05,0.4409,0.3333,0.002423,0.75,404.6
680,phase_ii_resumed_500_1000,181,7.579e-05,0.0654,0.07143,0.001895,0.1667,473.2
681,phase_ii_resumed_500_1000,182,7.012e-05,0.0,0.0,0.001753,0.0,358.5
682,phase_ii_resumed_500_1000,183,9.842e-05,0.1744,0.15,0.00246,0.5,289.0
683,phase_ii_resumed_500_1000,184,0.0001355,0.0,0.0,0.003388,0.0,472.1
684,phase_ii_resumed_500_1000,185,8.533e-05,0.8244,0.6667,0.002132,0.75,221.2
685,phase_ii_resumed_500_1000,186,7.563e-05,0.0,0.0,0.001891,0.0,280.4
686,phase_ii_resumed_500_1000,187,7.937e-05,0.06164,0.05,0.001985,0.5,255.8
687,phase_ii_resumed_500_1000,188,0.000138,0.3401,0.2917,0.00345,0.25,314.0
688,phase_ii_resumed_500_1000,189,7.207e-05,0.0,0.0,0.001802,0.0,403.1
689,phase_ii_resumed_500_1000,190,7.036e-05,0.05741,0.08333,0.001759,0.25,389.0
690,phase_ii_resumed_500_1000,191,8.412e-05,0.4135,0.375,0.002104,1.0,264.8
691,phase_ii_resumed_500_1000,192,0.0001245,0.1241,0.1,0.003113,0.5,401.9
692,phase_ii_resumed_500_1000,193,0.0002748,0.1161,0.15,0.006871,0.625,337.2
693,phase_ii_resumed_500_1000,194,0.0001041,0.1041,0.1,0.002604,0.5,221.0
694,phase_ii_resumed_500_1000,195,0.000154,0.05336,0.05,0.003849,0.5,278.6
695,phase_ii_resumed_500_1000,196,0.0001302,0.05163,0.05,0.003254,0.5,443.8
696,phase_ii_resumed_500_1000,197,0.0001482,0.0,0.0,0.003705,0.0,257.1
697,phase_ii_resumed_500_1000,198,7.557e-05,0.5957,0.6667,0.001889,0.75,375.5
698,phase_ii_resumed_500_1000,199,0.0001434,0.05369,0.05,0.003584,0.5,337.4
699,phase_ii_resumed_500_1000,200,7.093e-05,0.02573,0.04167,0.001774,0.25,390.9
700,phase_ii_resumed_500_1000,201,0.0001424,0.5242,0.5,0.00357,0.0,246.2
701,phase_ii_resumed_500_1000,202,0.000119,0.9562,0.875,0.002976,0.6667,197.9
702,phase_ii_resumed_500_1000,203,0.0001005,0.1066,0.1,0.002513,0.5,386.0
703,phase_ii_resumed_500_1000,204,0.0001047,0.0,0.0,0.002618,0.0,311.1
704,phase_ii_resumed_500_1000,205,8.17e-05,0.0,0.0,0.002042,0.0,468.4
705,phase_ii_resumed_500_1000,206,0.0001161,0.2961,0.25,0.002903,0.25,236.8
706,phase_ii_resumed_500_1000,207,8.223e-05,0.0,0.0,0.002056,0.0,453.9
707,phase_ii_resumed_500_1000,208,9.363e-05,0.6112,0.625,0.00234,1.0,243.4
708,phase_ii_resumed_500_1000,209,0.000176,0.5616,0.5,0.0044,1.0,291.0
709,phase_ii_resumed_500_1000,210,9.322e-05,0.0329,0.03571,0.00233,0.1667,342.8
710,phase_ii_resumed_500_1000,211,0.0001002,0.1896,0.1667,0.002506,0.75,271.4
711,phase_ii_resumed_500_1000,212,0.0001065,0.2494,0.25,0.002661,1.0,262.9
712,phase_ii_resumed_500_1000,213,0.0001225,0.0,0.0,0.003062,0.0,264.8
713,phase_ii_resumed_500_1000,214,0.000145,0.4174,0.375,0.003625,1.0,354.9
714,phase_ii_resumed_500_1000,215,8.632e-05,0.1034,0.1,0.002158,0.5,463.8
715,phase_ii_resumed_500_1000,216,9.286e-05,0.0,0.0,0.002321,0.0,298.3
716,phase_ii_resumed_500_1000,217,0.0001407,0.0,0.0,0.003519,0.0,424.8
717,phase_ii_resumed_500_1000,218,9.242e-05,0.04982,0.05,0.002311,0.5,553.5
718,phase_ii_resumed_500_1000,219,0.0001123,0.0,0.0,0.002807,0.0,398.2
719,phase_ii_resumed_500_1000,220,0.0001125,0.0,0.0,0.002813,0.0,279.6
720,phase_ii_resumed_500_1000,221,0.0001245,0.03889,0.05,0.003112,0.5,276.6
721,phase_ii_resumed_500_1000,222,7.164e-05,0.03934,0.05,0.001791,0.5,304.1
722,phase_ii_resumed_500_1000,223,6.101e-05,0.0,0.0,0.001525,0.0,376.9
723,phase_ii_resumed_500_1000,224,9.091e-05,0.3566,0.2917,0.002271,0.25,459.5
724,phase_ii_resumed_500_1000,225,8.552e-05,0.0,0.0,0.002138,0.0,267.1
725,phase_ii_resumed_500_1000,226,0.0001253,0.04693,0.05,0.003133,0.5,421.6
726,phase_ii_resumed_500_1000,227,9.979e-05,0.5268,0.4375,0.002495,0.6667,214.1
727,phase_ii_resumed_500_1000,228,9.67e-05,0.1158,0.1,0.002418,0.5,501.9
728,phase_ii_resumed_500_1000,229,8.144e-05,0.0,0.0,0.002036,0.0,291.1
729,phase_ii_resumed_500_1000,230,0.000114,0.09648,0.1,0.002849,0.5,332.1
730,phase_ii_resumed_500_1000,231,0.0001055,0.08314,0.1,0.002638,0.5,465.9
731,phase_ii_resumed_500_1000,232,7.751e-05,0.03324,0.03125,0.001938,0.125,291.7
732,phase_ii_resumed_500_1000,233,0.0001097,0.06139,0.05,0.002741,0.5,253.2
733,phase_ii_resumed_500_1000,234,8.09e-05,0.6507,0.6875,0.002023,0.6667,262.3
734,phase_ii_resumed_500_1000,235,6.636e-05,0.0,0.0,0.001659,0.0,384.6
735,phase_ii_resumed_500_1000,236,0.0001164,0.1228,0.1,0.002909,0.5,233.3
736,phase_ii_resumed_500_1000,237,4.346e-05,0.1172,0.1,0.001086,0.5,350.4
737,phase_ii_resumed_500_1000,238,9.418e-05,0.1093,0.1,0.002354,0.5,218.8
738,phase_ii_resumed_500_1000,239,0.0001002,0.7169,0.75,0.002505,1.0,405.9
739,phase_ii_resumed_500_1000,240,7.622e-05,0.05001,0.05,0.001906,0.5,343.3
740,phase_ii_resumed_500_1000,241,8.655e-05,0.3749,0.375,0.002163,1.0,444.4
741,phase_ii_resumed_500_1000,242,4.72e-05,0.1758,0.15,0.00118,0.5,329.0
742,phase_ii_resumed_500_1000,243,0.0001037,0.2638,0.25,0.002592,1.0,355.8
743,phase_ii_resumed_500_1000,244,0.0001202,0.0,0.0,0.003005,0.0,182.9
744,phase_ii_resumed_500_1000,245,7.436e-05,0.1467,0.15,0.001858,0.5,258.6
745,phase_ii_resumed_500_1000,246,9.484e-05,0.2937,0.25,0.002371,0.75,240.8
746,phase_ii_resumed_500_1000,247,6.56e-05,0.1607,0.15,0.00164,0.5,358.4
747,phase_ii_resumed_500_1000,248,6.136e-05,0.0,0.0,0.001534,0.0,535.6
748,phase_ii_resumed_500_1000,249,7.294e-05,0.1643,0.15,0.001823,0.5,372.4
749,phase_ii_resumed_500_1000,250,0.0001546,0.2525,0.25,0.003865,0.75,250.5
750,phase_ii_resumed_500_1000,251,0.0001161,0.6311,0.5,0.002896,0.0,226.4
751,phase_ii_resumed_500_1000,252,0.0001341,0.5579,0.5,0.003352,0.4167,283.9
752,phase_ii_resumed_500_1000,253,0.00017,0.08893,0.08333,0.00425,0.25,366.7
753,phase_ii_resumed_500_1000,254,7.809e-05,0.2694,0.25,0.001952,0.25,384.0
754,phase_ii_resumed_500_1000,255,0.0001084,0.1804,0.15,0.002708,0.5,528.4
755,phase_ii_resumed_500_1000,256,7.178e-05,0.7056,0.6667,0.001795,0.75,299.5
756,phase_ii_resumed_500_1000,257,0.0001088,0.0,0.0,0.00272,0.0,325.7
757,phase_ii_resumed_500_1000,258,9.272e-05,1.086,0.9,0.002315,0.5,211.6
758,phase_ii_resumed_500_1000,259,0.0001377,0.1482,0.125,0.003442,0.25,407.6
759,phase_ii_resumed_500_1000,260,8.054e-05,0.0,0.0,0.002013,0.0,245.4
760,phase_ii_resumed_500_1000,261,0.0001003,0.2209,0.25,0.002507,1.0,416.6
761,phase_ii_resumed_500_1000,262,0.0001311,0.0369,0.04167,0.003278,0.25,322.3
762,phase_ii_resumed_500_1000,263,5.577e-05,0.5484,0.5,0.001395,0.6667,271.2
763,phase_ii_resumed_500_1000,264,6.977e-05,0.5161,0.5,0.001752,0.0,331.8
764,phase_ii_resumed_500_1000,265,8.936e-05,0.0,0.0,0.002234,0.0,295.6
765,phase_ii_resumed_500_1000,266,0.0001509,0.3126,0.3,0.003771,0.4167,256.9
766,phase_ii_resumed_500_1000,267,7.102e-05,0.0,0.0,0.001776,0.0,372.9
767,phase_ii_resumed_500_1000,268,8.878e-05,0.1371,0.1,0.00222,0.5,218.2
768,phase_ii_resumed_500_1000,269,5.793e-05,0.0595,0.05,0.001449,0.5,438.1
769,phase_ii_resumed_500_1000,270,6.102e-05,0.67,0.625,0.001525,1.0,228.9
770,phase_ii_resumed_500_1000,271,8.882e-05,0.0,0.0,0.002221,0.0,220.1
771,phase_ii_resumed_500_1000,272,7.527e-05,0.0545,0.0625,0.001881,0.125,452.3
772,phase_ii_resumed_500_1000,273,0.0001174,0.3012,0.2917,0.002935,0.25,218.0
773,phase_ii_resumed_500_1000,274,6.762e-05,0.0,0.0,0.001691,0.0,524.0
774,phase_ii_resumed_500_1000,275,8.38e-05,0.6526,0.5625,0.002095,0.5,358.4
775,phase_ii_resumed_500_1000,276,8.146e-05,0.0,0.0,0.002036,0.0,311.9
776,phase_ii_resumed_500_1000,277,6.887e-05,0.07215,0.08333,0.001721,0.25,404.8
777,phase_ii_resumed_500_1000,278,6.857e-05,0.7096,0.6667,0.001714,0.75,229.6
778,phase_ii_resumed_500_1000,279,0.0001056,0.2336,0.2083,0.00264,0.25,325.3
779,phase_ii_resumed_500_1000,280,0.0001574,0.06267,0.05,0.003935,0.5,263.9
780,phase_ii_resumed_500_1000,281,9.686e-05,0.3427,0.375,0.00242,1.0,575.4
781,phase_ii_resumed_500_1000,282,0.0001347,0.373,0.3214,0.003366,0.1667,392.4
782,phase_ii_resumed_500_1000,283,0.0001144,0.3072,0.2917,0.002861,0.25,331.7
783,phase_ii_resumed_500_1000,284,0.0001314,0.1375,0.1,0.003286,0.5,162.0
784,phase_ii_resumed_500_1000,285,0.0001475,0.0,0.0,0.003688,0.0,436.1
785,phase_ii_resumed_500_1000,286,0.0001066,0.0,0.0,0.002664,0.0,332.7
786,phase_ii_resumed_500_1000,287,8.553e-05,0.1085,0.1,0.002138,0.5,352.4
787,phase_ii_resumed_500_1000,288,0.0001778,0.163,0.15,0.004443,0.5,411.0
788,phase_ii_resumed_500_1000,289,8.475e-05,0.05622,0.05,0.002119,0.5,394.5
789,phase_ii_resumed_500_1000,290,9.02e-05,0.0,0.0,0.002255,0.0,519.1
790,phase_ii_resumed_500_1000,291,6.101e-05,0.0,0.0,0.001525,0.0,317.9
791,phase_ii_resumed_500_1000,292,0.0001443,0.257,0.25,0.003608,1.0,364.0
792,phase_ii_resumed_500_1000,293,0.0001144,0.1064,0.1,0.002861,0.5,257.4
793,phase_ii_resumed_500_1000,294,5.542e-05,0.06255,0.05,0.001385,0.5,325.0
794,phase_ii_resumed_500_1000,295,0.0001044,0.0,0.0,0.002611,0.0,214.2
795,phase_ii_resumed_500_1000,296,0.0001367,0.0,0.0,0.003416,0.0,288.3
796,phase_ii_resumed_500_1000,297,6.936e-05,0.09474,0.1,0.001734,0.5,389.9
797,phase_ii_resumed_500_1000,298,8.725e-05,0.1763,0.15,0.002181,0.5,338.2
798,phase_ii_resumed_500_1000,299,0.0001614,0.1422,0.15,0.004035,0.625,222.2
799,phase_ii_resumed_500_1000,300,0.0001135,0.1703,0.15,0.002838,0.5,244.9
800,phase_ii_resumed_500_1000,301,5.182e-05,0.3132,0.25,0.001295,0.25,501.2
801,phase_ii_resumed_500_1000,302,0.0001415,0.0,0.0,0.003537,0.0,464.1
802,phase_ii_resumed_500_1000,303,9.856e-05,0.1019,0.125,0.002464,0.6667,252.8
803,phase_ii_resumed_500_1000,304,8.841e-05,0.1956,0.15,0.002209,0.5,441.9
804,phase_ii_resumed_500_1000,305,9.266e-05,0.1017,0.1,0.002316,0.5,315.4
805,phase_ii_resumed_500_1000,306,0.0001326,0.08628,0.1,0.003314,0.5,372.8
806,phase_ii_resumed_500_1000,307,8.624e-05,0.7628,0.75,0.002155,0.6667,363.4
807,phase_ii_resumed_500_1000,308,9.703e-05,0.5529,0.5,0.002427,1.0,254.9
808,phase_ii_resumed_500_1000,309,7.827e-05,0.7959,0.6667,0.001957,0.75,425.1
809,phase_ii_resumed_500_1000,310,8.009e-05,0.6093,0.625,0.002002,1.0,313.5
810,phase_ii_resumed_500_1000,311,4.892e-05,0.294,0.3333,0.001223,0.75,458.8
811,phase_ii_resumed_500_1000,312,7.928e-05,0.4135,0.35,0.001982,0.4167,368.6
812,phase_ii_resumed_500_1000,313,7.381e-05,0.253,0.2083,0.001845,0.25,230.3
813,phase_ii_resumed_500_1000,314,9.917e-05,0.1405,0.1,0.002478,0.5,460.0
814,phase_ii_resumed_500_1000,315,8.791e-05,0.1608,0.15,0.002197,0.5,224.2
815,phase_ii_resumed_500_1000,316,0.0001486,0.2651,0.25,0.003716,0.75,367.6
816,phase_ii_resumed_500_1000,317,8.488e-05,0.03801,0.03571,0.002122,0.1667,347.4
817,phase_ii_resumed_500_1000,318,0.0001225,0.1654,0.15,0.003061,0.5,369.7
818,phase_ii_resumed_500_1000,319,8.817e-05,0.0,0.0,0.002204,0.0,456.3
819,phase_ii_resumed_500_1000,320,6.821e-05,0.05335,0.05,0.001706,0.5,471.8
820,phase_ii_resumed_500_1000,321,0.0001803,0.1133,0.1,0.004507,0.5,299.1
821,phase_ii_resumed_500_1000,322,9.711e-05,0.1801,0.15,0.002429,0.5,189.7
822,phase_ii_resumed_500_1000,323,0.0001676,0.9643,0.75,0.004192,1.0,218.1
823,phase_ii_resumed_500_1000,324,0.0001175,0.09267,0.08333,0.002939,0.25,358.4
824,phase_ii_resumed_500_1000,325,0.0001207,0.04347,0.04167,0.003016,0.25,439.4
825,phase_ii_resumed_500_1000,326,0.0001206,0.0,0.0,0.003016,0.0,484.3
826,phase_ii_resumed_500_1000,327,8.912e-05,1.108,0.85,0.002235,0.5,222.8
827,phase_ii_resumed_500_1000,328,9.602e-05,0.4704,0.375,0.002401,1.0,310.8
828,phase_ii_resumed_500_1000,329,0.0001443,0.211,0.25,0.003607,1.0,342.0
829,phase_ii_resumed_500_1000,330,0.0001383,0.167,0.15,0.003457,0.5,194.3
830,phase_ii_resumed_500_1000,331,8.834e-05,0.1057,0.1,0.002209,0.5,177.8
831,phase_ii_resumed_500_1000,332,0.0001207,0.0,0.0,0.003017,0.0,452.7
832,phase_ii_resumed_500_1000,333,6.795e-05,0.1215,0.1,0.001698,0.5,404.6
833,phase_ii_resumed_500_1000,334,7.456e-05,0.0,0.0,0.001864,0.0,337.7
834,phase_ii_resumed_500_1000,335,4.864e-05,0.8863,0.8333,0.001216,0.75,296.0
835,phase_ii_resumed_500_1000,336,8.222e-05,0.0,0.0,0.002056,0.0,432.0
836,phase_ii_resumed_500_1000,337,7.08e-05,0.04745,0.05,0.00177,0.5,230.2
837,phase_ii_resumed_500_1000,338,7.916e-05,0.09503,0.1,0.001979,0.5,244.1
838,phase_ii_resumed_500_1000,339,0.0001128,0.9472,0.75,0.002821,0.75,314.0
839,phase_ii_resumed_500_1000,340,0.0001139,0.04833,0.05,0.002846,0.5,408.7
840,phase_ii_resumed_500_1000,341,8.863e-05,0.0,0.0,0.002216,0.0,504.3
841,phase_ii_resumed_500_1000,342,6.295e-05,0.5089,0.5,0.001574,1.0,354.1
842,phase_ii_resumed_500_1000,343,9.459e-05,0.1959,0.1667,0.002365,0.75,364.4
843,phase_ii_resumed_500_1000,344,8.961e-05,0.1309,0.15,0.002241,0.5,476.8
844,phase_ii_resumed_500_1000,345,8.275e-05,0.04873,0.05,0.002069,0.5,261.5
845,phase_ii_resumed_500_1000,346,5.038e-05,0.4243,0.375,0.001259,1.0,402.9
846,phase_ii_resumed_500_1000,347,8.001e-05,0.7126,0.625,0.001999,1.0,267.0
847,phase_ii_resumed_500_1000,348,6.923e-05,0.1471,0.15,0.001731,0.625,414.6
848,phase_ii_resumed_500_1000,349,5.881e-05,0.3317,0.2917,0.001471,0.25,239.9
849,phase_ii_resumed_500_1000,350,8.488e-05,0.1096,0.1,0.002122,0.5,332.4
850,phase_ii_resumed_500_1000,351,9.43e-05,0.1188,0.1,0.002358,0.5,382.4
851,phase_ii_resumed_500_1000,352,0.0001486,0.2411,0.25,0.003715,0.25,177.8
852,phase_ii_resumed_500_1000,353,8.48e-05,0.1381,0.1,0.002119,0.5,368.2
853,phase_ii_resumed_500_1000,354,9.216e-05,0.4366,0.4,0.002304,0.4167,307.8
854,phase_ii_resumed_500_1000,355,8.301e-05,0.6535,0.5,0.002077,1.0,170.8
855,phase_ii_resumed_500_1000,356,7.267e-05,0.03299,0.03571,0.001817,0.1667,415.2
856,phase_ii_resumed_500_1000,357,8.085e-05,1.009,0.875,0.002021,0.375,193.2
857,phase_ii_resumed_500_1000,358,6.426e-05,0.0,0.0,0.001607,0.0,396.2
858,phase_ii_resumed_500_1000,359,0.0001018,0.5238,0.5,0.002544,1.0,392.5
859,phase_ii_resumed_500_1000,360,7.756e-05,0.4601,0.5,0.001939,1.0,332.1
860,phase_ii_resumed_500_1000,361,0.0001063,0.3118,0.3333,0.002658,0.75,317.1
861,phase_ii_resumed_500_1000,362,0.0001349,0.3297,0.2917,0.003372,0.25,284.1
862,phase_ii_resumed_500_1000,363,0.0001102,0.3593,0.3333,0.002755,0.75,365.1
863,phase_ii_resumed_500_1000,364,8.511e-05,0.0,0.0,0.002128,0.0,468.4
864,phase_ii_resumed_500_1000,365,8.976e-05,0.9492,0.75,0.002244,1.0,180.4
865,phase_ii_resumed_500_1000,366,8.227e-05,0.4417,0.35,0.002056,0.4167,213.9
866,phase_ii_resumed_500_1000,367,0.0001038,0.794,0.625,0.002593,1.0,270.0
867,phase_ii_resumed_500_1000,368,0.0001124,0.1758,0.15,0.002811,0.5,292.7
868,phase_ii_resumed_500_1000,369,0.0001067,1.18,0.9,0.002665,0.5,214.7
869,phase_ii_resumed_500_1000,370,0.0001235,0.05969,0.05,0.003087,0.5,298.1
870,phase_ii_resumed_500_1000,371,6.711e-05,0.325,0.2917,0.001678,0.25,154.7
871,phase_ii_resumed_500_1000,372,0.0001005,0.0,0.0,0.002513,0.0,396.0
872,phase_ii_resumed_500_1000,373,0.0001275,0.5238,0.5,0.003188,0.0,246.7
873,phase_ii_resumed_500_1000,374,8.274e-05,0.04378,0.05,0.002068,0.5,291.2
874,phase_ii_resumed_500_1000,375,0.0001187,0.1808,0.2,0.002966,0.625,366.4
875,phase_ii_resumed_500_1000,376,0.000113,0.0,0.0,0.002825,0.0,380.2
876,phase_ii_resumed_500_1000,377,0.0001122,0.1627,0.1667,0.002805,0.75,219.8
877,phase_ii_resumed_500_1000,378,8.259e-05,0.0,0.0,0.002065,0.0,266.2
878,phase_ii_resumed_500_1000,379,6.403e-05,0.0,0.0,0.001601,0.0,500.0
879,phase_ii_resumed_500_1000,380,5.779e-05,0.8142,0.6667,0.001445,0.75,319.8
880,phase_ii_resumed_500_1000,381,8.115e-05,0.1792,0.15,0.002029,0.5,243.2
881,phase_ii_resumed_500_1000,382,8.136e-05,0.0,0.0,0.002034,0.0,516.9
882,phase_ii_resumed_500_1000,383,0.0001771,0.0,0.0,0.004428,0.0,505.7
883,phase_ii_resumed_500_1000,384,0.0001205,0.0,0.0,0.003012,0.0,424.2
884,phase_ii_resumed_500_1000,385,0.001253,0.07733,0.07143,0.03132,0.1667,388.7
885,phase_ii_resumed_500_1000,386,9.981e-05,0.1777,0.15,0.002495,0.5,382.1
886,phase_ii_resumed_500_1000,387,0.0001683,0.0,0.0,0.004207,0.0,386.2
887,phase_ii_resumed_500_1000,388,8.24e-05,0.08448,0.08333,0.00206,0.25,291.2
888,phase_ii_resumed_500_1000,389,0.0001234,0.1187,0.1,0.003086,0.5,318.1
889,phase_ii_resumed_500_1000,390,6.268e-05,0.0,0.0,0.001567,0.0,257.2
890,phase_ii_resumed_500_1000,391,0.0001889,0.05663,0.05,0.004723,0.5,272.2
891,phase_ii_resumed_500_1000,392,0.0001222,0.4554,0.5,0.003055,1.0,230.0
892,phase_ii_resumed_500_1000,393,7.499e-05,0.06382,0.07143,0.001875,0.1667,383.2
893,phase_ii_resumed_500_1000,394,0.000102,0.0,0.0,0.002551,0.0,357.1
894,phase_ii_resumed_500_1000,395,9.568e-05,0.1847,0.15,0.002393,0.5,254.4
895,phase_ii_resumed_500_1000,396,0.0001033,0.8471,0.75,0.002581,1.0,332.5
896,phase_ii_resumed_500_1000,397,6.098e-05,0.4165,0.375,0.001525,1.0,430.4
897,phase_ii_resumed_500_1000,398,0.0001443,0.3735,0.2917,0.003608,0.25,166.3
898,phase_ii_resumed_500_1000,399,0.0001169,0.4754,0.3929,0.002921,0.1667,301.6
899,phase_ii_resumed_500_1000,400,0.0001053,0.04825,0.05,0.002633,0.5,314.4
900,phase_ii_resumed_500_1000,401,0.0001636,0.3466,0.2917,0.00409,0.25,250.1
901,phase_ii_resumed_500_1000,402,0.0001109,0.1869,0.1667,0.002773,0.75,452.1
902,phase_ii_resumed_500_1000,403,9.391e-05,0.1702,0.1875,0.002348,0.5,314.1
903,phase_ii_resumed_500_1000,404,9.807e-05,0.1051,0.1,0.002452,0.5,262.6
904,phase_ii_resumed_500_1000,405,0.0001184,0.1078,0.15,0.00296,0.5,201.7
905,phase_ii_resumed_500_1000,406,9.904e-05,0.7181,0.6071,0.002367,0.1667,358.1
906,phase_ii_resumed_500_1000,407,0.000106,0.1627,0.15,0.002651,0.625,353.2
907,phase_ii_resumed_500_1000,408,0.0001477,0.04458,0.05,0.003693,0.5,334.4
908,phase_ii_resumed_500_1000,409,8.889e-05,0.0,0.0,0.002222,0.0,269.2
909,phase_ii_resumed_500_1000,410,9.938e-05,0.3618,0.375,0.002484,1.0,359.9
910,phase_ii_resumed_500_1000,411,8.037e-05,0.0,0.0,0.002009,0.0,207.4
911,phase_ii_resumed_500_1000,412,5.072e-05,0.05755,0.05,0.001268,0.5,150.1
912,phase_ii_resumed_500_1000,413,7.982e-05,0.1219,0.15,0.001996,0.5,284.9
913,phase_ii_resumed_500_1000,414,8.394e-05,0.06099,0.05,0.002099,0.5,281.4
914,phase_ii_resumed_500_1000,415,0.0001144,0.5832,0.5,0.00286,1.0,250.5
915,phase_ii_resumed_500_1000,416,8.134e-05,0.09167,0.1,0.002033,0.5,368.4
916,phase_ii_resumed_500_1000,417,0.0001211,0.2386,0.2083,0.003028,0.25,179.6
917,phase_ii_resumed_500_1000,418,6.032e-05,0.1095,0.1,0.001508,0.5,464.6
918,phase_ii_resumed_500_1000,419,0.0001045,0.3746,0.3333,0.002611,0.75,362.5
919,phase_ii_resumed_500_1000,420,0.0001351,0.4325,0.3929,0.003378,0.1667,234.1
920,phase_ii_resumed_500_1000,421,6.346e-05,0.5813,0.5833,0.001586,0.75,385.1
921,phase_ii_resumed_500_1000,422,7.257e-05,0.1636,0.15,0.001813,0.5,252.2
922,phase_ii_resumed_500_1000,423,9.336e-05,0.9324,0.75,0.002334,0.75,200.3
923,phase_ii_resumed_500_1000,424,8.833e-05,0.101,0.1,0.002208,0.5,408.4
924,phase_ii_resumed_500_1000,425,0.0001156,0.1345,0.1,0.002889,0.5,288.4
925,phase_ii_resumed_500_1000,426,8.738e-05,0.3922,0.375,0.002185,1.0,407.4
926,phase_ii_resumed_500_1000,427,0.000115,1.104,0.85,0.002882,0.5,247.8
927,phase_ii_resumed_500_1000,428,5.962e-05,0.3398,0.2917,0.001489,0.25,368.4
928,phase_ii_resumed_500_1000,429,0.0002033,0.5939,0.5,0.005083,1.0,282.1
929,phase_ii_resumed_500_1000,430,9.802e-05,0.5317,0.4688,0.002451,0.125,361.7
930,phase_ii_resumed_500_1000,431,0.0001231,0.0473,0.05,0.003077,0.5,240.8
931,phase_ii_resumed_500_1000,432,8.366e-05,0.2395,0.25,0.002091,0.25,233.5
932,phase_ii_resumed_500_1000,433,0.0001326,0.0,0.0,0.003316,0.0,266.3
933,phase_ii_resumed_500_1000,434,6.53e-05,0.1793,0.15,0.001633,0.5,363.7
934,phase_ii_resumed_500_1000,435,5.435e-05,0.493,0.4688,0.001359,0.125,375.6
935,phase_ii_resumed_500_1000,436,0.0001165,0.0,0.0,0.002912,0.0,552.2
936,phase_ii_resumed_500_1000,437,9.125e-05,0.0,0.0,0.002281,0.0,216.9
937,phase_ii_resumed_500_1000,438,0.0001993,0.3154,0.25,0.004982,0.75,249.1
938,phase_ii_resumed_500_1000,439,7.389e-05,0.1254,0.15,0.001848,0.5,413.1
939,phase_ii_resumed_500_1000,440,8.746e-05,0.1493,0.15,0.002185,0.5,452.1
940,phase_ii_resumed_500_1000,441,0.0001054,0.1139,0.1,0.002636,0.5,196.8
941,phase_ii_resumed_500_1000,442,0.0001014,0.5599,0.5,0.002547,0.0,250.2
942,phase_ii_resumed_500_1000,443,7.124e-05,0.1667,0.15,0.001782,0.5,416.6
943,phase_ii_resumed_500_1000,444,9.539e-05,0.1376,0.125,0.002384,0.6667,278.1
944,phase_ii_resumed_500_1000,445,0.0001026,0.09183,0.09375,0.002564,0.125,287.2
945,phase_ii_resumed_500_1000,446,5.542e-05,0.547,0.5,0.001385,1.0,307.1
946,phase_ii_resumed_500_1000,447,6.115e-05,0.1371,0.15,0.00153,0.5,279.4
